공고번호,기초금액,log_기초금액,log_기초금액_norm,기초금액_norm,A값,A값/기초금액_norm,투찰률(%),투찰률_norm,참여업체수,log_참여업체수,log_참여업체수_norm,예가범위,공고구분표시,공고제목,발주처(수요기관),지역제한
20230530276-00,186918000.0,19.04618058132459,0.3684628618211058,-0.162532452152287,4398569.0,-0.024791695171589898,87.745,0.11333942152265358,2589.0,7.85979918056211,1.8002396352389092,+2% ~ -2%,기/A값/순,경원선 회룡 등 2역 승강장 비상통화장치 개량공사,한국철도공사,서울/경기
20230532169-00,49480200.0,17.717083167727683,-0.6259824054676358,-0.39775351751380367,0.0,-0.024791695263956078,87.745,0.11333942152265358,1015.0,6.92461239604856,0.09404485004659174,+2% ~ -2%,기/수의,은평경찰서 대조파출소 신축 통신공사,경찰청,서울
E012304288,559494786.0,20.142544768425307,1.1887745755702042,0.47512260731381184,32023588.0,-0.024791695039295607,86.745,-0.34258916408631507,1623.0,7.393263094763838,0.9490712377865239,+2% ~ -2%,기/A값/순/협정,동서울-거여 전력구 운영시스템 설치공사(송전운영부),한국전력공사,서울/경기
E012304242,52683400.0,17.779810992360638,-0.5790487588474503,-0.3922713276317915,0.0,-0.024791695263956078,87.745,0.11333942152265358,720.0,6.582025138892826,-0.5309860008079775,+2% ~ -2%,기/수의,계통보호용 유니트(PIU) 및 PDAS 케이블 시설공사(강남전력지사),한국전력공사,서울
E012304057,34471800.0,17.355652185460034,-0.8964090319064645,-0.42343998686482487,0.0,-0.024791695263956078,87.745,0.11333942152265358,670.0,6.51025834052315,-0.6619204185692201,+2% ~ -2%,기/정/수의,서울본부 직할 송변전광단말장치 PTPU 설치공사,한국전력공사,서울
20230517014-00,77294000.0,18.163126903819055,-0.2922475882735823,-0.35015095353393677,0.0,-0.024791695263956078,87.745,0.11333942152265358,2775.0,7.9291264873067995,1.9267233400965922,+2% ~ -2%,기/수의,분당선 선릉역 등 9역 자동개집표기 통신방식 개량공사,한국철도공사,서울/경기
20230516943-00,78627000.0,18.180225722581543,-0.2794540644726693,-0.34786956020454046,0.0,-0.024791695263956078,87.745,0.11333942152265358,2790.0,7.934513463882263,1.9365515706631633,+2% ~ -2%,기/수의,경원선 응봉역 등 2역 열차행선안내장치 개량공사,한국철도공사,서울/경기
20230516789-00,160459200.0,18.89355026884326,0.2542631874111645,-0.20781597039972183,0.0,-0.024791695263956078,87.745,0.11333942152265358,624.0,6.439350371100098,-0.7912879520519747,+2% ~ -2%,기/수의,올림픽공원 광자가통신망 구축(2차),서울올림픽기념국민체육진흥공단,서울
E012303840,77733700.0,18.16879945360694,-0.28800332428486847,-0.3493984189150804,862911.0,-0.024791695220383887,87.745,0.11333942152265358,784.0,6.666956792429207,-0.37603305797216724,+2% ~ -2%,기/A값/순,여의사옥 전관방송 음향설비 성능개선 공사(ICT운영부),한국전력공사,서울
20230506247-00,121237000.0,18.61325787378723,0.04454534215092938,-0.27494370141566127,7070882.0,-0.024791695035032184,87.745,0.11333942152265358,1014.0,6.923628628138427,0.09225002177709177,+2% ~ -2%,기/A값/순,국회 둔치주차장 보안장비(CCTV) 교체 공사 (긴급공고),국회,서울
20230501537-00,227400000.0,19.242221143678247,0.5151425614690213,-0.0932486076206886,8007804.0,-0.02479169512573455,87.745,0.11333942152265358,1002.0,6.911747300251674,0.07057321879266668,+2% ~ -2%,기/A값/순,의원회관 주차안내설비 교체 공사 (긴급공고),국회,서울
2023-07183,65452570.0,17.996836331443244,-0.4166680190126145,-0.37041723966485435,0.0,-0.024791695263956078,87.745,0.11333942152265358,2505.0,7.826842098158293,1.7401113239071841,+2% ~ -2%,기/수의,00부대 낙뢰 및 접지시설 공사,육군제6501부대,서울/경기
2301210-00,3102135000.0,21.855356421385615,2.4703190467416487,4.826782339702679,177708618.0,-0.02479169503910213,86.745,-0.34258916408631507,1086.0,6.992096427415888,0.21716560443426353,+2% ~ -2%,기/A값/순/의무,"서울대방 아파트 정보통신공사 1공구 (공분,후분,행복283호)",한국토지주택공사,전국/서울
E012303209,134470600.0,18.716856153188445,0.12205871144640215,-0.25229475410590974,3094794.0,-0.024791695173620856,87.745,0.11333942152265358,760.0,6.635946555686647,-0.43260946077629436,+2% ~ -2%,기/A값/순,154kV한남S/S~순화S/S 광전송선로 시설공사,한국전력공사,서울
20230426789-00,152000000.0,18.839391085389497,0.21374069213366537,-0.22229366166155912,0.0,-0.024791695263956078,85.0,-1.1381845459739675,3193.0,8.069342366811636,2.1825391903352673,+2% ~ -2%,기,소래송신소 CCTV 보강공사,한국방송공사,서울/인천/경기
20230429586-00,57494800.0,17.867205084288376,-0.5136595404068416,-0.3840367470878625,1459845.0,-0.024791695164293782,87.745,0.11333942152265358,988.0,6.897704943128636,0.04495374160170186,+2% ~ -2%,기/A값/순,김포공항 외곽도로 침수구역 정보통신공사,한국공항공사,서울
20230431306-00,161034000.0,18.897126086987445,0.2569386537793869,-0.20683221579676836,0.0,-0.024791695263956078,87.745,0.11333942152265358,3206.0,8.073402968986406,2.189947526691235,+2% ~ -2%,기/수의,분당선 선릉역 등 41역 시각장애인용 음성유도기 개량공사,한국철도공사,서울/인천/경기
20230413388-00,208135000.0,19.153697470397333,0.44890817786655773,-0.1262201323699906,13970842.0,-0.02479169500048668,87.745,0.11333942152265358,1035.0,6.9440872082295275,0.12957553069350722,+2% ~ -2%,기/A값/순/협정,국가산림위성정보활용센터 신축공사(통신공사),서울지방조달청/산림청,서울
14934,132625000.0,18.70303616243848,0.11171844273872007,-0.2554534484260401,0.0,-0.024791695263956078,87.745,0.11333942152265358,175.0,5.176149732573829,-3.0959252478262274,+2% ~ -2%,기/정,과학화경계시스템(CCTV) 외주정비 용역(23-021),수도방위사령부,서울/경기
20230333597-00,312963000.0,19.56159553384962,0.7541019842698181,0.05319014514985523,21047136.0,-0.0247916949999872,87.745,0.11333942152265358,1012.0,6.921658184151129,0.08865505945371907,+2% ~ -2%,기/A값/순/협정,서울남부구치소 대체복무 생활관 증축공사(통신),서울지방조달청/법무부,서울
12406,11399850.0,16.24911084310387,-1.7243354048782107,-0.4629270032385419,0.0,-0.024791695263956078,88.0,0.22960121085293853,146.0,4.997212273764115,-3.422386404198862,+2% ~ -2%,물품/기/수의,00부대 CCTV 구매 설치,국방부근무지원단,서울/경기
20230402824-00,623089000.0,20.250199925296382,1.2693233450994004,0.5839623789625742,42840954.0,-0.024791694994081626,86.745,-0.34258916408631507,978.0,6.887552571664617,0.026431320694894806,+2% ~ -2%,기/A값/순/협정,아트코리아랩 리모델링 및 인테리어 공사(통신),서울지방조달청/(재)예술경영지원센터,서울
E012302632,60748600.0,17.922254611113182,-0.4724708804505624,-0.37846795667886807,0.0,-0.024791695263956078,87.745,0.11333942152265358,798.0,6.684611727667927,-0.3438226386890485,+2% ~ -2%,기/수의,고덕강일1지구 등 4개소 자가광케이블 지장이설공사(ICT운영부),한국전력공사,서울
E012302590,40794600.0,17.52406030218684,-0.7704042312509927,-0.4126186862323366,2353532.0,-0.02479169503750722,87.745,0.11333942152265358,692.0,6.542471960506805,-0.6031485118887071,+2% ~ -2%,기/A값/순,23년 계시별 고객 원격검침망 구축 공사,한국전력공사,서울
12769,149058980.0,18.819852631221103,0.19912180635514679,-0.2273271375877565,0.0,-0.024791695263956078,87.745,0.11333942152265358,162.0,5.099866427824199,-3.2350997730829727,+2% ~ -2%,기,(긴급)00부대 네트워크 선로 구축 및 전산장비 용역,국방부근무지원단,서울/경기
20230331313-00,228854000.0,19.24859480797861,0.5199114070283768,-0.09076012607459542,13678232.0,-0.024791695029358147,87.745,0.11333942152265358,987.0,6.8966943316227125,0.043109938727436035,+2% ~ -2%,기/A값/순/협정,디지털도서관 노후 비상방송 스피커 및 선로 교체공사,서울지방조달청/문화체육관광부,서울
20230344415-00,64000000.0,17.974393656948944,-0.43345987430316085,-0.3729032738047502,0.0,-0.024791695263956078,87.745,0.11333942152265358,3204.0,8.072779333169498,2.188809738822237,+2% ~ -2%,기/수의,서울전파관리소 전파관리상황실 환경개선공사(통신),과학기술정보통신부,서울/인천/경기
20230345628-00,40447000.0,17.515503057805493,-0.7768068553844893,-0.41321359420030224,0.0,-0.024791695263956078,87.745,0.11333942152265358,1033.0,6.942156705699469,0.12605343927377097,+2% ~ -2%,기/수의,강서경찰서 염창지구대 신축 통신공사,경찰청,서울
20230325103-00,66310000.0,18.009851288425732,-0.4069300854023344,-0.3689497714859914,0.0,-0.024791695263956078,87.745,0.11333942152265358,1128.0,7.029972911706386,0.28626908306338267,+2% ~ -2%,수의,오류고등학교 급식실 증축 통신공사 견적 제출 공고,서울특별시교육청,서울
E012302005,223885200.0,19.226643982912876,0.5034875588767002,-0.09926409244751687,14398801.0,-0.024791695011518698,87.745,0.11333942152265358,806.0,6.694562058521095,-0.32566882931775354,+2% ~ -2%,기/A값/순,위례3공구 배전자동화 자가광케이블 시설공사(ICT운영부),한국전력공사,서울
20230324122-01,62333333.0,17.94800689684594,-0.4532027377193971,-0.37575572915068034,6303301.0,-0.024791694867038427,87.745,0.11333942152265358,1016.0,6.925595197110468,0.09583791435682049,+2% ~ -2%,기/정/A값/순,신규 스마트워크센터(용산) 통신공사 (정정공고),한국지능정보사회진흥원,서울
20230222655-00,1248237000.0,20.94499799351148,1.7891788828421078,1.6538862177363425,63893372.0,-0.024791695063041488,86.745,-0.34258916408631507,1139.0,7.039660349862076,0.30394325974853426,+2% ~ -2%,기/A값/순/의무,문화유산 과학센터 건립 통신공사,서울지방조달청/문화체육관광부,전국/서울
20230312452-00,98606000.0,18.406642679789808,-0.11004641291435888,-0.3136760438294403,0.0,-0.024791695263956078,87.745,0.11333942152265358,1122.0,7.024649030453636,0.27655596630334467,+2% ~ -2%,기/수의,서울 정보화전략실 전산실 정보통신 공사,공무원연금공단,서울
2300577-00,3611235000.0,22.00731565632661,2.584016613573061,5.698093175408345,208766284.0,-0.024791695037044148,86.745,-0.34258916408631507,949.0,6.85751406254539,-0.028372220654158987,+2% ~ -2%,기/A값/순/의무,서울지역본부 그린리모델링 정보통신공사,한국토지주택공사,전국/서울
E012301473,56959100.0,17.857844041937824,-0.5206635749999139,-0.3849535831017842,0.0,-0.024791695263956078,87.745,0.11333942152265358,733.0,6.5998704992128365,-0.4984281618584913,+2% ~ -2%,기/수의,23년도 송변전광단말장치 시설공사,한국전력공사,서울
20230245243-00,58732300.0,17.888500406026292,-0.49772614703701235,-0.3819187994170989,2860751.0,-0.024791695072770223,87.745,0.11333942152265358,987.0,6.8966943316227125,0.043109938727436035,+2% ~ -2%,기/A값/순,김포공항 국내선 시외버스대기장 개선 정보통신공사,한국공항공사,서울
20230222647-00,57662000.0,17.8701089530063,-0.5114868339717623,-0.38375058882479046,2535420.0,-0.024791695091367156,87.745,0.11333942152265358,965.0,6.874198495453294,0.0020675726499820137,+2% ~ -2%,기/A값/순,한난 동남권-한전 가락변전소간 광케이블 추가 포설공사,한국지역난방공사,서울
20230220263-00,105965000.0,18.47861941830989,-0.05619262744767328,-0.30108131501396596,0.0,-0.024791695263956078,87.745,0.11333942152265358,1127.0,7.029087564149662,0.2846538170979305,+2% ~ -2%,기/수의/협정,보건복지행정타운 영상감시장치 추가 보강설치 공사,한국자산관리공사,서울
20230207061-00,1657741000.0,21.22872166975635,2.0014640503347643,2.354741201953221,106167099.0,-0.024791695012578815,86.745,-0.34258916408631507,1119.0,7.02197642307216,0.27167994703890097,+2% ~ -2%,기/A값/순/의무,구로경찰서 신축 도급공사(통신) (긴급공고),서울지방조달청/경찰청,전국/서울
20230212327-00,350642000.0,19.67527632076628,0.8391591963104237,0.11767673124011996,18474296.0,-0.024791695057153153,86.745,-0.34258916408631507,337.0,5.82600010738045,-1.9103104177074803,+2% ~ -2%,기/A값/순/현필,한신대학교 서울캠퍼스 생활관(선교센터) 리모델링 공사(통신) (긴급공고),한신대학교,서울/경기
20230204984-00,144509804.0,18.788857917886016,0.17593122177366463,-0.23511292887106458,11288393.0,-0.02479169495734522,87.745,0.11333942152265358,1014.0,6.923628628138427,0.09225002177709177,+2% ~ -2%,기/A값/순,현대그룹빌딩 서관 조성공사(통신),서울대학교병원,서울
20230207120-00,48800000.0,17.70324089131518,-0.6363393485525405,-0.39891766135675594,0.0,-0.024791695263956078,87.745,0.11333942152265358,1023.0,6.932447891572509,0.1083402633519814,+2% ~ -2%,기/수의,한국체육대학교 본관 내진보강 및 실재배치 통신공사,한국체육대학교,서울
20230132470-00,38027000.0,17.453807017999235,-0.8229685092769239,-0.41735535853424,0.0,-0.024791695263956078,87.745,0.11333942152265358,995.0,6.904750769961838,0.0578084495587133,+2% ~ -2%,기/수의,송파경찰서 거여파출소 신축공사(통신),경찰청,서울
E012300426,77660642.0,18.16785916191418,-0.2887068608459743,-0.3495234556996708,0.0,-0.024791695263956078,87.745,0.11333942152265358,777.0,6.658011045870748,-0.39235406077123175,+2% ~ -2%,기/수의,성동-군자 등 10구간 송변전광단말장치 시설공사,한국전력공사,서울
20230121062-00,70000000.0,18.064005814299346,-0.3664110749774043,-0.36263443661316896,0.0,-0.024791695263956078,87.745,0.11333942152265358,1065.0,6.9726062513017535,0.18160689317027456,+2% ~ -2%,기/연기/수의,2023년 제1차 교내 통신시설물 성능개선공사,서울과학기술대학교,서울
20230116328-00,28200000.0,17.154832571369333,-1.0466644704982786,-0.43417400238118475,500565.0,-0.024791695194283148,87.745,0.11333942152265358,2272.0,7.729295674310482,1.5621434543442412,+2% ~ -2%,기/A값/순,2022년 혁신지원사업 산업맞춤형 강의실 및 실습실 환경개선 통신공사,대림대학교,서울/인천/경기
20230114967-00,32084000.0,17.283868052637136,-0.9501187076773089,-0.42752664177250116,0.0,-0.024791695263956078,87.745,0.11333942152265358,899.0,6.803505257608338,-0.1269081953535888,+2% ~ -2%,수의,신진과학기술고등학교 학점제 교과교실제 통신공사,서울특별시교육청,서울
20230104636-00,1072627000.0,20.793376617606658,1.6757341058484445,1.353334467867413,71531704.0,-0.02479169500219651,86.745,-0.34258916408631507,934.0,6.841615476477592,-0.05737828135776418,+2% ~ -2%,기/A값/순/협정,서울대학교 반도체공동연구소 나노융합 인력양성 및 산학협력센터 신관증축공사(통신),서울지방조달청/서울대학교,서울
20230100177-00,54400000.0,17.811874730208523,-0.5550583183964944,-0.38933341331128013,0.0,-0.024791695263956078,87.745,0.11333942152265358,1099.0,7.00397413672268,0.23883580552657305,+2% ~ -2%,수의,수도전기공업고등학교 관리실 환경개선 통신공사,서울특별시교육청,서울
20221246946-01,63470000.0,17.96607792703813,-0.43968179465998597,-0.3738103544233399,0.0,-0.024791695263956078,87.745,0.11333942152265358,1071.0,6.9782137426306985,0.19183744028865987,+2% ~ -2%,기/정/수의,우신고등학교 관리실 환경개선 통신공사 수의계약 견적서 제출 공고 (긴급공고) (정정공고),서울특별시교육청,서울
20221245798-00,25630000.0,17.05927413735703,-1.1181623392631328,-0.438572487644912,0.0,-0.024791695263956078,87.745,0.11333942152265358,874.0,6.775366090936392,-0.1782464950712277,+2% ~ -2%,수의,"2022 동일여고 수덕관 도서관, 고교학점제공간, 관리실, 석면해체공간 통신공사",서울특별시교육청,서울
20221245729-00,29480000.0,17.19922265920671,-1.0134513197443789,-0.4319833171136474,0.0,-0.024791695263956078,87.745,0.11333942152265358,897.0,6.80128303447162,-0.13096251433049105,+2% ~ -2%,수의,2022 동일여고 본관동 샌드위치판넬해소 통신공사,서울특별시교육청,서울
20241210833-00,61710000.0,17.937956566502077,-0.46072250515171365,-0.3768225466662037,9082379.0,-0.024791694686263497,87.745,0.11333942152265358,1074.0,6.98100574072173,0.19693128107220187,+2% ~ -2%,기/A값/순,서라벌고등학교 고교학점제 공간 조성 사업 조성 통신 공사 (긴급공고),서울특별시교육청,서울
20241209755-00,71830000.0,18.089812787972743,-0.34710201412903346,-0.3595024412697367,0.0,-0.024791695263956078,87.745,0.11333942152265358,3787.0,8.239857411018601,2.493634133121583,+2% ~ -2%,기/수의,고속철도 스마트SOC 시스템 감시화면 통신망 구축 공사,한국철도공사,서울/부산/대구/경기/충북/충남/경북
2024-25877,304019000.0,19.53260076070672,0.7324077768828414,0.037882731842938173,19559512.0,-0.024791695011427806,87.745,0.11333942152265358,913.0,6.818924065275521,-0.09877746289321122,+2% ~ -2%,기/A값/순,[일반-24-235-4] 00진지 생활관 신축 통신공사,수도방위사령부,서울
20241135055-00,4101907000.0,22.134717824715995,2.679340313778207,6.537864989152934,265650527.0,-0.02479169500975488,86.745,-0.34258916408631507,1041.0,6.949856455000773,0.14010119136214708,+2% ~ -2%,기/A값/순/의무,L2 연구동 건설공사(통신) (긴급공고),서울지방조달청/한국과학기술연구원,전국/서울
20241142908-00,83490000.0,18.240237434147666,-0.23455264344941903,-0.3395466676607639,5039708.0,-0.02479169502702413,87.745,0.11333942152265358,1106.0,7.010311867307229,0.25039863238894905,+2% ~ -2%,기/A값/순,서울대학교 첨단융합학부(관악 18동) 공간조성 4단계 통신공사 (긴급공고),서울대학교,서울
20241135561-00,3205851000.0,21.888243415006986,2.494925456194829,5.004289459396352,203750095.0,-0.024791695014492465,86.745,-0.34258916408631507,1168.0,7.064759027791802,0.34973436170598526,+2% ~ -2%,기/A값/순/의무,한국전력 관악동작지사 위탁개발 통신공사,한국자산관리공사,전국/서울
20241140336-00,83559300.0,18.24106712937112,-0.23393185638007685,-0.3394280625912011,0.0,-0.024791695263956078,87.745,0.11333942152265358,2662.0,7.88758403166028,1.8509315064630114,+2% ~ -2%,기,분당선 한티역 등 20개역 승강장안전문 UPS부품 개량공사,한국철도공사,서울/경기
E012410414,58139400.0,17.878354150324352,-0.5053176868747056,-0.38293353167891364,0.0,-0.024791695263956078,87.745,0.11333942152265358,791.0,6.675823221634848,-0.3598567651454774,+2% ~ -2%,기/수의,신림로 지중화 관련 광케이블 이설공사(ICT운영부),한국전력공사,서울
2024-24251,13837340.0,16.442881365418106,-1.579354174093949,-0.45875530524419067,0.0,-0.024791695263956078,87.745,0.11333942152265358,519.0,6.255750041753367,-1.126256248951006,+2% ~ -2%,기/수의,(24-집-2) 00부대 안보교육관 대체시설 공사(통신),육군,서울
20241106920-00,2105148000.0,21.467651610872835,2.1802340537416978,3.1204661421821833,139828377.0,-0.024791695003241448,86.745,-0.34258916408631507,1254.0,7.135687347028144,0.4791390222588512,+2% ~ -2%,기/A값/순/의무,혜화경찰서 청사 신축관련 통신 공사,서울지방조달청/경찰청,전국/서울
E012410147,117940900.0,18.585694217985154,0.023921912460121264,-0.28058488712685636,7047344.0,-0.024791695029417787,87.745,0.11333942152265358,1381.0,7.232010331664759,0.6548747969753838,+2% ~ -2%,기/A값/순/협정,논현-선릉 등 2개 전력구 운영시스템 설치공사(강남전력지사),한국전력공사,서울/경기
20241101469-00,872850000.0,20.587274278880734,1.521526074724177,1.01142155326366,44281860.0,-0.02479169506482504,87.745,0.11333942152265358,1301.0,7.172424577124845,0.5461639967894807,+2% ~ -2%,기/A값/순/협정,"2024년 서울청 국도ITS 시관리 구간 구축공사(서울시,인천시)",인천지방조달청/국토교통부,서울/인천
20241110684-00,74556000.0,18.127061092246567,-0.31923242419477066,-0.35483696623902833,0.0,-0.024791695263956078,87.745,0.11333942152265358,1113.0,7.016609683894219,0.26188863844630517,+2% ~ -2%,기/수의,여청수사계 통합청사 조성 리모델링 통신공사,경찰청,서울
20241106979-00,77440000.0,18.16501401384582,-0.290835631846784,-0.34990107849560825,0.0,-0.024791695263956078,87.745,0.11333942152265358,1146.0,7.045776576879511,0.31510196602519425,+2% ~ -2%,기/수의,국립전통예술고등학교 기숙사 환경개선 통신공사,문화체육관광부,서울
20241103116-00,53530000.0,17.795752821050677,-0.5671209077128719,-0.3908223947040594,0.0,-0.024791695263956078,87.745,0.11333942152265358,2703.0,7.902857191280582,1.8787965123945518,+2% ~ -2%,기/수의,수서평택고속선 오산SS 등 11개소 영상감시설비 이설 공사,한국철도공사,서울/경기
20241101079-00,57080500.0,17.859973127689262,-0.5190705696810339,-0.38474581029594124,0.0,-0.024791695263956078,87.745,0.11333942152265358,1109.0,7.01301578963963,0.2553317839897893,+2% ~ -2%,기/수의,피싱범죄수사계 청사 리모델링 통신공사,경찰청,서울
2024-22599,8027450.0,15.898377600909736,-1.986757864821823,-0.46869877432935664,0.0,-0.024791695263956078,87.745,0.11333942152265358,270.0,5.605802066295998,-2.312049145873193,+2% ~ -2%,기/수의,태성대아파트 리모델링 공사(통신),공군항공안전단,서울
20241027545-00,439605000.0,19.90138715668017,1.0083378045576166,0.2699344917525598,30809073.0,-0.024791694988869926,87.745,0.11333942152265358,2979.0,8.000014093678072,2.0560537223563706,+2% ~ -2%,기/A값/순,경부선 서울역 등 107역 시각장애인용 음성유도기 개량공사,한국철도공사,서울/인천/경기
20241020518-00,249018000.0,19.333035744988646,0.5830910425584815,-0.0562499872194215,13940289.0,-0.024791695044223853,87.745,0.11333942152265358,582.0,6.369900982828227,-0.9179943876715707,+2% ~ -2%,기/A값/순,도급 사무실 환경개선 네트워크 공사 업체 선정,(주)코스콤,서울
20241014494-00,378061000.0,19.750566118870662,0.8954918493079226,0.16460360573278082,26220707.0,-0.024791694991726544,87.745,0.11333942152265358,1035.0,6.9440872082295275,0.12957553069350722,+2% ~ -2%,기/A값/순/협정,국립재활원 음압격리병실 구축 사업 통신공사,서울지방조달청/보건복지부,서울
E012408828,65826200.0,18.002528508527714,-0.4124090696652517,-0.36977778205820594,1585192.0,-0.024791695169433445,87.745,0.11333942152265358,825.0,6.717804695023691,-0.28326396875775534,+2% ~ -2%,기/A값/순,’24년도 노량진변전소 무인보안시스템 교체공사(전자제어부),한국전력공사,서울
20241021669-00,304620000.0,19.53457565943441,0.7338854177788607,0.03891132703496156,9102222.0,-0.024791695146671282,87.745,0.11333942152265358,2703.0,7.902857191280582,1.8787965123945518,+2% ~ -2%,기/A값/순,경의선 수색역 등 7개역 승강장안전문 장애물검지센서 교체공사,한국철도공사,서울/경기
20241020924-00,91500000.0,18.331849541174712,-0.16600745983278317,-0.32583777001000297,0.0,-0.024791695263956078,85.0,-1.1381845459739675,150.0,5.0238805208462765,-3.373731713119718,+2% ~ -2%,기,본·신관 비상방송설비 교체공사,한국방송공사,서울
20241025706-00,212960000.0,19.176614917306793,0.46605526308717915,-0.11796227579509404,14125857.0,-0.024791695003598943,87.745,0.11333942152265358,1093.0,6.9985096422506015,0.2288661479925201,+2% ~ -2%,기/A값/순,수도권서부 종합금융센터 사무환경 조성공사(통신) 업체 선정 (긴급공고),한국주택금융공사,서울
20241024377-00,141533000.0,18.768043470470243,0.16035762384766353,-0.24020764814227255,0.0,-0.024791695263956078,87.745,0.11333942152265358,3052.0,8.024207485778577,2.100193182110891,+2% ~ -2%,기/수의,중앙선 청량리역 등 8역 역무자동화설비 이설 기타공사,한국철도공사,서울/경기
20241009986-00,2241737000.0,21.53051684918477,2.2272705147841565,3.3542345093756643,136733800.0,-0.024791695024545167,86.745,-0.34258916408631507,1242.0,7.126087273299125,0.4616242369719373,+2% ~ -2%,기/A값/순/의무,경부선 구로역 신축에 따른 통신설비 신설공사(총체 및 1차),한국철도공사,전국/서울
E012408654,75750400.0,18.142954296069114,-0.3073409547195467,-0.35279278304875755,1859619.0,-0.024791695167597196,87.745,0.11333942152265358,2324.0,7.75190533307861,1.6033934832411145,+2% ~ -2%,기/A값/순,전력구 PS-LTE 비상통신망 시설공사(동서울전력지사),한국전력공사,서울/경기
20241014719-00,68308045.0,18.03953812140943,-0.3847180712494114,-0.3655301716849159,3809998.0,-0.024791695045025913,87.745,0.11333942152265358,617.0,6.428105272684596,-0.8118039907655502,+2% ~ -2%,기/A값/순/협정,스팸대응시스템 안정적 운영을 위한 IDC 케이블 재설치 공사 용역,한국인터넷진흥원,서울
20241014716-00,575592000.0,20.17090963607759,1.2099974807579787,0.5026725522811522,35918391.0,-0.024791695019018824,87.745,0.11333942152265358,3052.0,8.024207485778577,2.100193182110891,+2% ~ -2%,기/A값/순,중앙선 왕십리역 등 16개소 여객자동안내장치 개량공사,한국철도공사,서울/경기/강원
E012408573,52260604.0,17.771753394721458,-0.5850775418064921,-0.3929949315133335,495442.0,-0.0247916952267451,87.745,0.11333942152265358,810.0,6.699500340161678,-0.31665921698949945,+2% ~ -2%,기/A값/순,노량진-사당 구간 광케이블 선통 공사(전자제어부),한국전력공사,서울
E012408482,87167300.0,18.283339830021315,-0.20230295795092915,-0.3332530684933303,5563374.0,-0.024791695013438975,87.745,0.11333942152265358,816.0,6.706862336602747,-0.303227675671377,+2% ~ -2%,기/A값/순,345kV 신양재S/S CCTV 교체공사(강남전력지사),한국전력공사,서울
20241004497-00,664104000.0,20.31394932318787,1.3170213440399987,0.6541584385313581,37365488.0,-0.024791695043111225,87.745,0.11333942152265358,1047.0,6.955592608396297,0.15056647506009616,+2% ~ -2%,기/A값/순/협정,나라키움 관악 복합관사 개발사업 통신공사,한국자산관리공사,서울
20241010475-00,156312000.0,18.867364574273946,0.23467076343326312,-0.21491379066654276,0.0,-0.024791695263956078,87.745,0.11333942152265358,1129.0,7.030857476116121,0.2878829202219581,+2% ~ -2%,기,경부선 영등포~신도림 간 LTE-R 광케이블 철거설치 타공사,한국철도공사,서울
E012408322,68079000.0,18.036179368208686,-0.38723112724538283,-0.3659221759873402,727433.0,-0.024791695222015683,87.745,0.11333942152265358,325.0,5.7899601708972535,-1.9760632199332706,+2% ~ -2%,기/A값/순/협정,개포전력구 운영시스템 이설공사(송전운영부),한국전력공사,서울
20241003694-04,160993000.0,18.896871449954112,0.25674813155725057,-0.20690238618424414,9287858.0,-0.024791695037511833,87.745,0.11333942152265358,1054.0,6.962243464266207,0.16270058109134017,+2% ~ -2%,기/정/A값/순,동축산물검역검사 생물안전연구시설(BL3) 설치 통신공사 (정정공고),농림축산식품부,서울
2024-21047,26354060.0,17.0871329387238,-1.0973180784225758,-0.4373332786020893,0.0,-0.024791695263956078,87.745,0.11333942152265358,726.0,6.590301048196686,-0.5158870777577385,+2% ~ -2%,기/수의,주대-3 00관 보수공사(통신),육군사관학교,서울
20240926462-00,99675000.0,18.417425461264298,-0.1019786175098854,-0.3118464793364736,0.0,-0.024791695263956078,87.745,0.11333942152265358,1180.0,7.074963197966044,0.3683512863961287,+2% ~ -2%,기/수의,저탄소분야 학과(친환경산업디자인과) 신설 인테리어 리모델링 공사(통신),한국폴리텍1대학,서울
20240925984-00,164841000.0,18.920491936971658,0.27442123910027466,-0.20031663859871007,0.0,-0.024791695263956078,87.745,0.11333942152265358,1226.0,7.113142108707088,0.4380065247820898,+2% ~ -2%,기/수의,AI+x분야 학과(클라우드컴퓨팅과) 신설 인테리어 리모델링 공사(통신),한국폴리텍1대학,서울
20240926203-00,53678716.0,17.79852714944788,-0.5650451247670313,-0.39056787130542886,0.0,-0.024791695263956078,87.745,0.11333942152265358,1074.0,6.98100574072173,0.19693128107220187,+2% ~ -2%,기,성북경찰서 정릉파출소 청사 시설개선 통신 공사,경찰청,서울
20240919375-00,82433000.0,18.227496412274768,-0.24408561580517496,-0.34135569447934744,2130261.0,-0.024791695162521873,87.745,0.11333942152265358,1088.0,6.993932975223189,0.2205162808375924,+2% ~ -2%,기/A값/순,전수교육관 유니버설디자인 적용 환경개선공사(통신),국가유산진흥원,서울
2024-20363,19934490.0,16.80796200548943,-1.306196833643523,-0.44832019846374915,0.0,-0.024791695263956078,87.745,0.11333942152265358,651.0,6.481577129276431,-0.7142476476025142,+2% ~ -2%,기/수의,푸른숲아파트 노후세대 리모델링 통신공사,국방부근무지원단,서울
E012407912,61792500.0,17.939292572023184,-0.459722891162592,-0.37668135015481946,3288346.0,-0.024791695055077233,87.745,0.11333942152265358,817.0,6.70808408385307,-0.30099866771078154,+2% ~ -2%,기/A값/순,관악동작지사 임차사옥 자가 광케이블 이설(ICT운영부),한국전력공사,서울
