공고번호,입찰년도,공고제목,발주처(수요기관),지역제한,기초금액,예정가격,예가범위,A값,투찰률(%),참여업체수,공고구분표시,정답사정률(%),Unnamed: 0
20221110036-00,2022,5호선 미사 외 3역 지하역사 초미세먼지 표출장치 통신공사,서울교통공사,서울/경기,74076960.0,73746425.0,+3% ~ -3%,0.0,87.745,2749.0,기/수의,-0.44621,
20221101850-00,2022,2023년 중랑물재생센터 슬러지 계면측정 유지관리용역,서울특별시/서울특별시,서울,93400000.0,92022150.0,+3% ~ -3%,0.0,87.745,124.0,기,-1.47522,
20221107380-00,2022,5호선 미사 외 3역 지하역사 초미세먼지 표출장치 제조구매 설치,서울교통공사,서울/경기,31462920.0,31517475.0,+3% ~ -3%,0.0,88,17.0,물품/수의,0.17339,
20221106976-00,2022,2023년 정보통신 및 정보보안 통합유지관리 용역 (긴급공고),서울특별시/서울특별시,서울,162608000.0,162609675.0,+3% ~ -3%,0.0,87.745,25.0,기,0.00103,
20221106868-00,2022,면곡시장 화재알림시설 구매·설치,서울특별시,서울,32009000.0,32351700.0,+3% ~ -3%,0.0,88,16.0,물품/기/수의,1.07063,
20221100835-01,2022,에스플렉스센터 열선감지 제어프로그램 알람 설치 공사 (정정공고),서울특별시,서울,75636000.0,74880825.0,+3% ~ -3%,0.0,87.745,658.0,기/정/수의,-0.99844,
20221101326-00,2022,가마산 지하차도 재방송설비 물품 제조·구매 설치,서울특별시,서울/인천/경기,48431000.0,48353925.0,+3% ~ -3%,0.0,88,12.0,물품/수의,-0.15915,
20221105895-00,2022,금성초 석면제거 및 교체공사 중 통신공사 계약 견적서 제출 안내 공고,서울특별시동부교육청,서울,54540000.0,54507500.0,+2% ~ -2%,0.0,87.745,1048.0,수의,-0.05959,
20221104139-00,2022,대학본부 직원 관사 조성 통신공사,한국방송통신대학교,서울,22255000.0,22227300.0,+2% ~ -2%,0.0,87.745,843.0,수의,-0.12447,
20221101362-00,2022,9호선 봉은사역 등 2개 역 화장실 재실 감지 시스템 설치 공사,서울교통공사,서울,29501580.0,29480000.0,+3% ~ -3%,707561.0,87.745,787.0,기/A값,-0.07315,
20221103255-00,2022,음식물류폐기물 처리시설 악취방지 관급자재(계측제어) 제작구매·설치 (긴급공고),서울특별시,서울,26961000.0,27158675.0,+3% ~ -3%,0.0,87.995,22.0,물품/기,0.73318,
20221102697-03,2022,2023년 정보화시스템 유지보수 용역 (긴급공고) (정정공고),서울특별시/서울특별시,서울,117420000.0,117034025.0,+3% ~ -3%,0.0,87.745,34.0,기/정,-0.32872,
20221035052-00,2022,"가락119안전센터,강남농수산물검사소 합동청사 건립 통신공사(장기)",서울특별시/서울특별시,서울,492463000.0,487135825.0,+3% ~ -3%,30335674.0,87.745,1023.0,기/A값,-1.08175,
20221103109-00,2022,수서차량기지 후생동 전기실 침수 복구 정보통신공사,서울교통공사,서울,11046360.0,11006950.0,+3% ~ -3%,0.0,87.745,581.0,기/수의,-0.35677,
20221102858-00,2022,(긴급)서울남산초병설유치원 증축 통신공사(장기계속) (긴급공고),서울특별시교육청,서울,266860000.0,267210975.0,+3% ~ -3%,16034009.0,87.745,1039.0,기/A값,0.13152,
20221102262-00,2022,2023년 정보시스템 유지관리 용역 (긴급공고),서울특별시/서울특별시,서울,123526000.0,123364850.0,+3% ~ -3%,0.0,87.745,45.0,기,-0.13046,
20221036219-00,2022,한국거래소 스마트오피스 구축 방송통신공사,(주)한국거래소,서울,90760000.0,91016675.0,+2% ~ -2%,3339444.0,87.745,980.0,기/A값/순,0.28280,
20221101857-00,2022,마포 외 1역 전기실 노후설비 개량 정보통신공사,서울교통공사,서울,16771300.0,16717000.0,+3% ~ -3%,0.0,87.745,730.0,기/수의,-0.32377,
20221100776-00,2022,창동역(4) 대합실 내 1호선 열차정보안내 표시반 설치 공사,서울교통공사,서울,57447280.0,57669525.0,+3% ~ -3%,0.0,87.745,1044.0,기/수의,0.38686,
20221034587-00,2022,대륙관 내진보강 및 리모델링 통신공사,서울과학기술대학교,서울,131488000.0,131275375.0,+2% ~ -2%,8650901.0,87.745,1050.0,기/A값/순,-0.16171,
E012209842,2022,OF케이블 접속부 강화액소화설비 원격격발 기능보강 공사(송전운영부),한국전력공사,서울,92213000.0,92206016.0,+2% ~ -2%,0.0,87.745,299.0,기/수의/협정,-0.00758,
20221037409-00,2022,고덕차량기지 외 2역 정보통신케이블 포설공사,서울교통공사,서울,14197890.0,14146075.0,+3% ~ -3%,0.0,87.745,688.0,기/수의,-0.36495,
20221031904-00,2022,전통시장 화재알림시설 구매설치,서울특별시,서울,104651000.0,104664400.0,+3% ~ -3%,0.0,84.245,19.0,물품/기,0.01280,
2203730-00,2022,서울 4권역 임대주택 유지보수공사(정보통신),한국토지주택공사,전국/서울/경기,2007310000.0,2007173000.0,+2% ~ -2%,103289046.0,86.745,2409.0,기/A값/순/의무,-0.00683,
2203729-00,2022,서울 3권역 임대주택 유지보수공사(정보통신),한국토지주택공사,전국/서울/경기,2429384000.0,2459182000.0,+2% ~ -2%,118785770.0,86.745,2318.0,기/A값/순/의무,1.22656,
2203718-00,2022,서울 2권역 임대주택 유지보수공사(정보통신),한국토지주택공사,전국/서울/경기,3382977000.0,3352634000.0,+2% ~ -2%,153880254.0,86.745,2110.0,기/A값/순/의무,-0.89694,
2203717-00,2022,서울 1권역 임대주택 유지보수공사(정보통신),한국토지주택공사,전국/서울/경기,1296078000.0,1291350000.0,+2% ~ -2%,80848551.0,86.745,2543.0,기/A값/순/의무,-0.36480,
20221034561-00,2022,과천선 과천역 등 8역 방송설비 개량공사 (긴급공고),한국철도공사,서울/경기,496196000.0,496703400.0,+2% ~ -2%,32190505.0,86.745,2523.0,기/A값/순,0.10225,
20221032956-01,2022,중부경찰서 을지지구대 리모델링 공사(통신) (정정공고),경찰청,서울,44794000.0,44624175.0,+2% ~ -2%,0.0,87.745,1036.0,기/정/수의,-0.37913,
20221028724-00,2022,송정동 행복가득 플랫폼 건립 통신공사,서울특별시,서울,90000000.0,89967150.0,+3% ~ -3%,0.0,87.745,1158.0,수의,-0.03650,
20221030102-00,2022,제설기지 및 도로유지보수 현장사무실 이전 통신공사,서울특별시,서울,42531000.0,42599725.0,+3% ~ -3%,2421339.0,87.745,918.0,기/A값,0.16158,
20221027068-00,2022,어린이대공원 팔각당 리모델링 통신공사,서울특별시,서울,100947000.0,99910325.0,+3% ~ -3%,0.0,87.745,1193.0,수의,-1.02695,
20221033793-00,2022,서서울미술관 건립 통신공사(장기) (긴급공고),서울특별시/서울특별시,서울,805937000.0,805104925.0,+3% ~ -3%,49208803.0,87.745,1002.0,기/A값,-0.10325,
20221033189-00,2022,창동어르신복지관 신축 통신공사 (긴급공고),서울특별시,서울,173581000.0,173097650.0,+3% ~ -3%,10522583.0,87.745,1062.0,기/A값,-0.27846,
20221029848-00,2022,2022년 생활안전 CCTV 설치 공사,서울특별시,서울,226646370.0,229016575.0,+3% ~ -3%,11463610.0,87.745,1049.0,기/A값,1.04577,
20221028320-01,2022,강북구 자가통신시설 고도화공사 (긴급공고) (정정공고),서울특별시,서울,633968000.0,635564050.0,+3% ~ -3%,29021456.0,87.745,547.0,기/정/A값/협정,0.25175,
E012209674,2022,계시별 고객 원격검침망 우선구축 공사,한국전력공사,서울,49590200.0,49393471.0,+2% ~ -2%,2842446.0,87.745,676.0,기/A값/순,-0.39671,
20221029930-00,2022,첨단도시 정보통신 인프라 확대 구축을 위한 정보통신공사 (긴급공고),서울특별시,서울,197119000.0,199197175.0,+3% ~ -3%,10982502.0,87.745,1062.0,기/A값,1.05427,
20221028997-00,2022,철도교통관제센터 DCN 백본스위치 보수 기타공사,한국철도공사,서울,79900000.0,79866675.0,+2% ~ -2%,0.0,87.745,957.0,기/수의,-0.04171,
20221026256-00,2022,정신여자고등학교 체육관 개축 통신 공사 입찰공고(장기계속)(긴급) (긴급공고),서울특별시교육청,서울,123607000.0,124264325.0,+2% ~ -2%,8048467.0,87.745,1031.0,기/A값/순,0.53178,
20221022220-00,2022,수원여자대학교 네트워크 및 보안장비 유지보수 업체 선정,수원여자대학교,서울/경기,60000000.0,59999850.0,+2% ~ -2%,0.0,87.995,30.0,기,-0.00025,
20221028096-00,2022,안산선 상록수역 등 3역 통합형자동개집표기 신설 기타공사,한국철도공사,서울/경기,22828000.0,22816250.0,+2% ~ -2%,0.0,87.745,1993.0,기/수의,-0.05148,
20221021420-00,2022,강남워크브리지센터 설치공사(통신),서울특별시,서울,31755000.0,32069900.0,+3% ~ -3%,0.0,87.745,980.0,기/수의,0.99165,
E012209565,2022,2022년 양평S/S 무인보안시스템 교체공사(전자제어부),한국전력공사,서울,97374200.0,97611574.0,+2% ~ -2%,0.0,87.745,783.0,기/수의,0.24377,
20221024089-00,2022,오봉초 병설유치원 신설 통신공사,서울특별시교육청,서울,57683000.0,57555725.0,+3% ~ -3%,0.0,87.745,1119.0,기/수의,-0.22065,
20221022919-00,2022,분당선 수원역 등 11역 영상감시설비 확대 구축공사 (긴급공고),한국철도공사,전국/서울/인천/경기,1900000000.0,1902056750.0,+2% ~ -2%,121673834.0,86.745,2813.0,기/A값/순/의무,0.10825,
20221010042-00,2022,서울대학교 부설초등학교 본관 리모델링 통신공사,서울지방조달청/서울대학교,서울,418252000.0,420328675.0,+2% ~ -2%,27469672.0,86.745,1054.0,기/A값/순/협정,0.49651,
20221020325-00,2022,"한림대학교동탄성심병원 스마트병동 72, 92병동 구축공사",한림대학교동탄성심병원,서울/경기,176000000.0,176000000.0,,0.0,-,41.0,,-,
2203611-00,2022,서울 및 경기북부권 공임주택 유지보수공사(정보통신),한국토지주택공사,서울/경기,767075000.0,771831000.0,+2% ~ -2%,30244341.0,86.745,2233.0,기/A값/순,0.62001,
20221017601-00,2022,"7, 8호선 비상통화장치 개량 정보통신공사",서울교통공사,서울/경기,521428350.0,523016150.0,+3% ~ -3%,39187302.0,87.745,2602.0,기/A값,0.30450,
2022-01-000175-00,2022,삼성~동탄 광역급행철도 통신설비 신설공사,국가철도공단,전국/서울/경기,9799448000.0,9865839749.0,+2.5% ~ -2.5%,607873532.0,85.495,354.0,기/A값/순/의무,0.67750,
20221019401-00,2022,2022년 CCTV 성능개선(2차) 공사 (긴급공고),서울특별시,서울,201780000.0,202859550.0,+3% ~ -3%,7202615.0,87.745,578.0,기/A값,0.53501,
20221018422-00,2022,영동교시장 화재알림시설 구매·설치,서울특별시,서울,41350000.0,40443425.0,+3% ~ -3%,0.0,88,14.0,물품/기/수의,-2.19245,
20221015780-00,2022,디지털도서관 노후 비상방송시스템 교체공사,서울지방조달청/문화체육관광부,서울,145593000.0,146499375.0,+2% ~ -2%,0.0,87.745,1089.0,기/수의/협정,0.62254,
20221001772-00,2022,2022년 지하역사 미세먼지 표출장치 통신공사,서울교통공사,전국/서울/경기,1108303570.0,1117865525.0,+3% ~ -3%,78678608.0,86.745,2567.0,기/A값/의무,0.86275,
20221013657-00,2022,명일근린공원 내 공공도서관 신축 통신공사(긴급) (긴급공고),서울특별시,서울,517152000.0,512928200.0,+3% ~ -3%,32517487.0,87.745,1037.0,기/A값,-0.81675,
20221008887-00,2022,병원동 2층 외과 리노베이션 공사(통신),한국원자력의학원,서울,59818000.0,60016625.0,+2% ~ -2%,0.0,87.745,75.0,기/수의,0.33204,
42371,2022,예비군훈련대 LED 전광판 제조 설치(22-142),수도방위사령부,서울/경기,196000000.0,196776048.0,+2% ~ -2%,0.0,87.995,75.0,물품/기,0.39594,
20221010698-00,2022,세대통합형 복합시설 건립공사(통신) 관급자재 통합배선반 구매,인천광역시,서울/인천/경기,39755000.0,38997300.0,+3% ~ -3%,0.0,88,75.0,물품/수의,-1.90593,
20221009717-00,2022,(긴급)전농초 교실 증축 및 리모델링 통신공사 (긴급공고),서울특별시교육청,서울,89750000.0,88772450.0,+3% ~ -3%,0.0,87.745,1117.0,기/수의,-1.08920,
20221007977-00,2022,서울특별시 은평병원 인터넷전화(IPT)시스템 교체 (긴급공고),서울특별시/서울특별시,서울,175314000.0,177675100.0,+3% ~ -3%,0.0,87.945,14.0,물품/기,1.34678,
20221009385-00,2022,상계역 개방통로 시설개선 정보통신공사,서울교통공사,서울,23586520.0,23878100.0,+3% ~ -3%,0.0,87.745,856.0,기/수의,1.23621,
20221005599-00,2022,UAM CNSi 장비실 신설공사(통신),한국공항공사,서울,27546200.0,27503825.0,+2% ~ -2%,1318402.0,87.745,761.0,기/A값/순,-0.15384,
20221007431-00,2022,모래내시장 골목길재생사업 구간 CCTV설치공사(통신),서울특별시,서울,42400000.0,42632600.0,+3% ~ -3%,0.0,87.745,1048.0,기/수의,0.54858,
20221003299-00,2022,안산선 오이도역 등 15개역 승강장안전문 경보장치 설치공사,한국철도공사,서울/인천/경기,246395300.0,246418150.0,+2% ~ -2%,12113009.0,87.745,2858.0,기/A값/순,0.00927,
20221002824-00,2022,1~4호선 승강장안전문(PSD) 미개방 경보장치 설치공사,서울교통공사,서울,629663860.0,633701625.0,+3% ~ -3%,41238925.0,87.745,976.0,기/A값,0.64125,
2022-19820,2022,22-156 전투교육장 광케이블 구축 공사,수도방위사령부,서울,24941000.0,24807952.0,+2% ~ -2%,0.0,87.745,716.0,기/수의,-0.53346,
E012209189,2022,강남지사 CCTV시스템 교체공사(ICT운영부),한국전력공사,서울,23082400.0,23082322.0,+2% ~ -2%,0.0,87.745,632.0,기/수의,-0.00034,
20221001624-00,2022,관악구 노인회관·50플러스센터 건립공사(통신) (긴급공고),서울특별시,서울,189915000.0,189403700.0,+3% ~ -3%,12075569.0,87.745,1069.0,기/A값,-0.26923,
E012209198,2022,22년 하반기 변압기공동이용 자고객 원격검침망 구축 공사,한국전력공사,서울,44569800.0,44627790.0,+2% ~ -2%,2554668.0,87.745,688.0,기/A값/순,0.13011,
20221003656-00,2022,녹사평 전산네트워크(업무망) 신설공사,서울교통공사,서울,12174470.0,12293500.0,+3% ~ -3%,0.0,87.745,677.0,기/수의,0.97770,
20221000758-00,2022,서울 패션창작스튜디오 리모델링 통신공사,서울특별시,서울,163036000.0,162224950.0,+3% ~ -3%,10213709.0,87.745,1069.0,기/A값,-0.49747,
20220930156-00,2022,2022년 전자법정 개선 전산장비 구매 2차 사업(통합구매),대법원,서울,57827000.0,58358325.0,+2% ~ -2%,0.0,84.245,27.0,물품,0.91881,
20220920044-00,2022,출력물보안관리시스템 구축,서울지방조달청/대통령경호처,서울,102500000.0,102833675.0,+2% ~ -2%,0.0,84.245,16.0,물품/기/협정,0.32553,
20221001796-00,2022,5호선 마장역 우대자용개집표기 이설공사,서울교통공사,서울,8579650.0,8573525.0,+3% ~ -3%,0.0,87.745,396.0,기/수의,-0.07139,
20221001152-00,2022,배출수 처리시설 개선 계측제어공사,서울특별시,서울/경기,144815000.0,146716850.0,+3% ~ -3%,0.0,87.745,2717.0,기/수의,1.31329,
20221000899-00,2022,분당선 강남구청역 등 9역 비상통화장치 개량공사 (긴급공고),한국철도공사,서울/경기,342826000.0,340563400.0,+2% ~ -2%,16708330.0,86.745,2510.0,기/A값/순,-0.65999,
20220928333-00,2022,교수학습정보 웹서비스망 백본 스위치 이중화 사업,서울특별시교육청,서울/인천/경기,271065000.0,268759625.0,+3% ~ -3%,0.0,80.495,11.0,물품/기/수의,-0.85049,
2022-01-000165-00,2022,경원선 방학~회룡간 외 3개소 방음벽 지장통신설비 이설공사,국가철도공단,전국/서울/경기,2402061000.0,2387291447.0,+2.5% ~ -2.5%,138918846.0,86.335,320.0,기/A값/순/의무,-0.61488,
20220931440-00,2022,공영주차장 통합관제센터 구축 공사 (긴급공고),서울특별시,서울,323950000.0,322437200.0,+3% ~ -3%,11431051.0,87.745,580.0,기/A값,-0.46699,
20220931391-00,2022,6호선 삼각지역 환승구간 동선확보 정보통신공사,서울교통공사,서울,25582780.0,25325850.0,+3% ~ -3%,0.0,87.745,894.0,기/수의,-1.00431,
20220930610-00,2022,2022년도 통신케이블 증설 및 개량 공사,서울교통공사,서울,120003550.0,119136575.0,+3% ~ -3%,0.0,87.745,1178.0,기/수의,-0.72246,
20220929513-00,2022,갑상선센터 재배치공사(통신),서울대학교병원,서울,64019608.0,63554575.0,+2% ~ -2%,4176645.0,87.745,1023.0,기/A값/순,-0.72640,
20220929067-02,2022,교육동 증축공사(통신) (정정공고),한국원자력의학원,서울,52460000.0,52466750.0,+2% ~ -2%,0.0,87.745,80.0,기/정/수의,0.01286,
2022-19398,2022,00지역 생활관 리모델링 통신공사,국방부근무지원단,서울,61632000.0,61109667.0,+2% ~ -2%,0.0,87.745,943.0,기/수의,-0.84751,
20220927271-00,2022,수협 인천 직원합숙소 신축공사(통신),수협중앙회,서울/인천/경기,181946000.0,181571250.0,+2% ~ -2%,0.0,87.495,704.0,,-0.20597,
40052,2022,키폰 교환기 교체사업,제7016부대,서울,49567100.0,49790267.0,+2% ~ -2%,0.0,87.945,44.0,물품/기/정,0.45023,
2022-19374,2022,00부대 진지 통신케이블 공사,육군제6501부대,서울,56450587.0,56246034.0,+2% ~ -2%,0.0,87.745,886.0,기/수의,-0.36236,
20220927516-00,2022,강남구 보훈회관 리모델링 통신공사 (긴급공고),서울특별시,서울,59345000.0,60042050.0,+3% ~ -3%,3364494.0,87.745,1004.0,기/A값,1.17457,
20220928387-00,2022,청량리전기사업소 망우전기주재 신축에 따른 통신설비 신설공사,한국철도공사,서울,135474000.0,135042575.0,+2% ~ -2%,0.0,87.745,1139.0,기/수의,-0.31846,
20220928227-00,2022,6호선 태릉입구 외 1역 승강편의시설 설치 정보통신공사(52공구),서울교통공사,서울,32931500.0,32805850.0,+3% ~ -3%,0.0,87.745,931.0,기/수의,-0.38155,
20220923068-00,2022,장애예술 공연장(가칭) 리모델링 통신 공사,서울지방조달청/재단법인,서울,366035000.0,366746975.0,+2% ~ -2%,24548130.0,86.745,1016.0,기/A값/순/협정,0.19451,
20220911146-00,2022,서울여성플라자 자동제어시스템 성능개선 공사(2인이상 견적 수의),서울특별시,서울,130012469.0,129004925.0,+3% ~ -3%,0.0,87.745,39.0,기/수의,-0.77496,
20220926366-00,2022,[긴급] 본관 1층 수술장 조성공사(통신) (긴급공고),서울대학교병원,서울,113137255.0,113586175.0,+2% ~ -2%,7614927.0,87.745,991.0,기/A값/순,0.39679,
20220924544-00,2022,삼각지(6)역 E/L 환승동선 시설개선 관련 전자공사,서울교통공사,서울,25702090.0,25853900.0,+3% ~ -3%,0.0,87.745,826.0,기/수의,0.59065,
20220921102-00,2022,대한적십자사 서울병원 정문 앞 부지 증축공사 [통신],대한적십자사,서울,67760000.0,67539500.0,+2% ~ -2%,3975892.0,87.745,1034.0,기/A값/순,-0.32542,
20220922058-01,2022,강동소방서 다목적 인명구조 훈련장 통신 공사 (정정공고),서울특별시,서울,24200000.0,23983525.0,+3% ~ -3%,0.0,87.745,917.0,기/정/수의,-0.89453,
20220918976-00,2022,공릉동 구민체육센터 신축 통신공사 (긴급공고),서울특별시,서울,197434000.0,200418750.0,+3% ~ -3%,12223461.0,87.745,1093.0,기/A값,1.51177,
20220923048-00,2022,국회 경내 보안장비(CCTV) 설치 공사 (긴급공고),국회,서울,238960000.0,240630375.0,+2% ~ -2%,14593250.0,87.745,1043.0,기/A값/순,0.69901,
20220920274-00,2022,강서서 가양지구대 리모델링 공사(통신),경찰청,서울,39380000.0,39446525.0,+2% ~ -2%,0.0,87.745,1032.0,기/수의,0.16893,
20220918491-00,2022,9호선(1단계) 초미세먼지 자동측정망 데이터표출장치 설치공사,서울시메트로구호선,서울,64150000.0,63495550.0,+3% ~ -3%,2831787.0,87.745,924.0,기/A값,-1.02019,
20220922023-00,2022,경원선 망월사역 신축공사 관련 열차행선안내장치 개량공사,한국철도공사,서울/경기,87467000.0,86917750.0,+2% ~ -2%,0.0,87.745,2773.0,기/수의,-0.62796,
20220920732-00,2022,안보수사대 사무실 조성 통신공사,경찰청,서울,110770000.0,110474275.0,+2% ~ -2%,0.0,87.745,1173.0,기/수의,-0.26698,
20220913611-00,2022,오목공원 리노베이션 회랑 건립사업(통신) (긴급공고),서울특별시,서울,39369000.0,38999800.0,+3% ~ -3%,0.0,87.745,1015.0,기/수의,-0.93780,
20220919271-01,2022,노후포장도로 정비공사(2구역) 지자기 검지기 복구공사 (정정공고),서울특별시,서울/경기,28000000.0,27838550.0,+3% ~ -3%,0.0,87.745,2005.0,기/정/수의,-0.57661,
20220915018-01,2022,301동 8층 전기정보공학부 환경개선 공사(통신) (정정공고),서울대학교,서울,126852000.0,127344550.0,+2% ~ -2%,7619740.0,87.745,1082.0,기/정/A값/순,0.38828,
20220920567-00,2022,독산2동 마을공원 지하공영주차장 통신공사,서울특별시,서울,154335000.0,155997225.0,+3% ~ -3%,0.0,87.745,1197.0,기/수의,1.07702,
20220919854-00,2022,서남센터 슬러지계면 측정장치 제어반 제조구매설치,서울물재생시설공단,서울/인천/경기,235206400.0,233357150.0,+3% ~ -3%,0.0,87.945,49.0,물품/기,-0.78623,
20220916500-00,2022,2022년 다목적(방범) CCTV 자가통신망 공사,서울특별시,서울,294394000.0,293831025.0,+3% ~ -3%,16872560.0,87.745,1064.0,기/A값,-0.19124,
20220916369-00,2022,"9호선 2,3단계 초미세먼지 데이터 표출장치 통신망 증설 공사",서울교통공사,서울,121933850.0,122547850.0,+3% ~ -3%,8255563.0,87.745,1045.0,기/A값,0.50355,
20220913592-00,2022,오목공원 리노베이션사업(통신) (긴급공고),서울특별시,서울,80300000.0,79375000.0,+3% ~ -3%,0.0,87.745,1120.0,기/수의,-1.15194,
20220915728-00,2022,2022년 교통관리시스템 노후 무인통신중계소 교체 공사,서울시설공단,서울,73897000.0,73331750.0,+3% ~ -3%,0.0,87.745,1077.0,기/수의,-0.76492,
20220916510-00,2022,2022년 장애인콜택시 증차 영상저장장치 구매설치,서울시설공단,서울/경기,52520000.0,52725000.0,+3% ~ -3%,0.0,88,110.0,물품/기/수의,0.39032,
20220910139-00,2022,상상이룸센터 리모델링 통신공사,서울특별시,서울,74778000.0,74582700.0,+3% ~ -3%,0.0,87.745,1149.0,수의,-0.26118,
20220910844-00,2022,경의중앙선 옥수역 등 15개역 승강장안전문 경보장치시스템 설치공사,한국철도공사,서울/경기/강원,253120000.0,253518700.0,+2% ~ -2%,10979951.0,87.745,2806.0,기/A값/순,0.15751,
38327,2022,통합감시체계 구축사업,제7016부대,서울,99876000.0,100080250.0,+2% ~ -2%,0.0,88,96.0,물품/기/수의,0.20450,
20220912970-00,2022,스마트도시 인프라 구축 및 LED안내판 설치 공사 (긴급공고),서울특별시,서울,216043000.0,214968250.0,+3% ~ -3%,7497876.0,87.745,543.0,기/A값,-0.49748,
20220817301-00,2022,서울방배경찰서 신축 통신공사,서울지방조달청/경찰청,전국/서울,1333739000.0,1338113725.0,+2% ~ -2%,87428893.0,86.745,1124.0,기/A값/순/의무,0.32800,
20220912904-00,2022,"경찰병원 61, 62 병동 네트워크 회선 설치공사",서울지방조달청/경찰청,서울,46248000.0,46200075.0,+2% ~ -2%,0.0,87.745,95.0,기/수의/협정/여성,-0.10363,
20220913375-00,2022,서울중랑경찰서 수사부서 환경개선 공사 (통신) (긴급공고),경찰청,서울,155540000.0,156235300.0,+2% ~ -2%,0.0,87.745,1196.0,기/수의,0.44702,
20220911073-00,2022,탄천센터 2처리장 초침수집기 RCS 내부설비 이설공사 (긴급공고),서울물재생시설공단,서울,212360000.0,208997850.0,+3% ~ -3%,10695426.0,87.745,974.0,기/A값,-1.58324,
20220909881-00,2022,광역철도 자동발매기 등 이설 철거 및 재배치 공사,한국철도공사,서울/인천/경기,22480000.0,22454625.0,+2% ~ -2%,0.0,87.745,2236.0,기/수의,-0.11288,
20220903401-00,2022,가양5단지 외 2개단지 정보통신설비 보수공사,서울주택도시공사,서울,90431000.0,90077025.0,+3% ~ -3%,1167829.0,87.745,1006.0,기/A값,-0.39144,
20220904777-00,2022,대학동 창업지원시설Ⅱ 조성공사(정보통신)_긴급 (긴급공고),서울특별시,서울,87461000.0,87865575.0,+3% ~ -3%,0.0,87.745,1147.0,수의,0.46257,
20220905336-00,2022,국가청정생산지원센터 국제회의실 노후시설 환경개선공사(정보통신),한국생산기술연구원,서울,43858100.0,43766250.0,+2% ~ -2%,0.0,87.745,1016.0,수의,-0.20943,
20220907505-00,2022,전통시장 화재알림시설 구매 및 설치 사업 (긴급공고),서울특별시,서울,69214000.0,69576200.0,+3% ~ -3%,0.0,84.245,25.0,물품,0.52330,
20220825986-00,2022,종로경찰서 신축 통신공사,서울지방조달청/경찰청,전국/서울,1915423000.0,1920230750.0,+2% ~ -2%,126214160.0,86.745,1090.0,기/A값/순/의무,0.25100,
20220906646-00,2022,총유기탄소 연소자동측정기 구매설치 (재공고),서울특별시/서울특별시,서울,95211000.0,95219150.0,+3% ~ -3%,0.0,84.245,17.0,물품/기,0.00855,
20220901735-00,2022,노후 정보통신 장비 교체,서울특별시,서울,97993500.0,96746325.0,+3% ~ -3%,0.0,84.245,52.0,물품/기,-1.27272,
20220832228-00,2022,청자가마터 전시체험관 리모델링 공사 (통신),서울특별시,서울,30815000.0,30558675.0,+3% ~ -3%,1725814.0,87.745,796.0,기/A값,-0.83182,
E012207353,2022,경인건설본부 사옥내 랜케이블 이설공사,한국전력공사,서울,77865700.0,77788916.0,+2% ~ -2%,4319493.0,87.745,833.0,기/A값/순,-0.09862,
E012207347,2022,2022년 하반기 고압AMI 통신망 구축공사(ICT운영부),한국전력공사,서울/경기,192951000.0,192291122.0,+2% ~ -2%,13229658.0,87.745,2168.0,기/A값/순,-0.34200,
20220900877-00,2022,DDP 공용복도 미디어아트 통합제어시스템 설비공사 (긴급공고),(재)서울산업진흥원,서울,297177000.0,296998000.0,+3% ~ -3%,8008660.0,87.745,941.0,기/A값,-0.06024,
20220832386-00,2022,항동 복합행정센터 자가정보통신망 구축 공사 (긴급공고),서울특별시,서울,101354000.0,102358475.0,+3% ~ -3%,2099452.0,87.745,1035.0,기/A값,0.99105,
20220829054-00,2022,수도권광역본부 전력설비 IOT원격감시시스템 광케이블 신설공사,한국철도공사,전국/서울/경기,2100000000.0,2097768750.0,+2% ~ -2%,142864055.0,86.745,2505.0,기/A값/순/의무,-0.10625,
20220829022-00,2022,분당선 수원역 등 11역 영상감시설비 확대 구축공사,한국철도공사,전국/서울/인천/경기,1900000000.0,1915318750.0,+2% ~ -2%,121673834.0,86.745,2828.0,기/A값/순/의무,0.80625,
20220825445-00,2022,증가로 전선지중화공사에 따른 자가정보통신망 이전설치 공사,서울특별시,서울,44836000.0,44573775.0,+3% ~ -3%,615203.0,87.745,914.0,기/A값,-0.58486,
20220827602-00,2022,2호선 영등포구청역 승강편의시설(3-4공구) 전자공사,서울교통공사,서울,29852720.0,30377300.0,+3% ~ -3%,0.0,87.745,862.0,수의,1.75722,
20220825003-00,2022,2022년 CCTV 자가정보통신망 공사,서울특별시,서울,527924000.0,530718075.0,+3% ~ -3%,32984809.0,87.745,1035.0,기/A값,0.52925,
20220825748-00,2022,뷰티복합문화공간 조성공사(통신),서울특별시,서울,99770000.0,99614175.0,+3% ~ -3%,0.0,87.745,1133.0,기/수의,-0.15619,
20220825673-00,2022,[긴급]세명컴퓨터고-2022년도 본관/방송선로시설보수공사 입찰 공고 (긴급공고),서울특별시교육청,서울,194778000.0,194707425.0,+2% ~ -2%,2202632.0,87.745,1039.0,기/A값/순,-0.03624,
20220825281-00,2022,"2022년 1,2호선 궤도도상 개량 정보통신공사",서울교통공사,서울,47153640.0,47508375.0,+3% ~ -3%,0.0,87.745,983.0,기/수의,0.75229,
20220823479-00,2022,3호선 불광역 승강편의시설 설치에 따른 전자공사(3-9공구),서울교통공사,서울,91231410.0,91542775.0,+3% ~ -3%,6002247.0,87.745,992.0,기/A값,0.34129,
