공고번호,기초금액,A값,투찰률(%),참여업체수,예가범위,공고구분표시,공고제목,발주처(수요기관),지역제한
2201237-00,447204000.0,19878060.0,86.745,910.0,+2% ~ -2%,기/A값/순,서울독산13(광명하안13) 고령자복지주택 정보통신공사 1공구,한국토지주택공사,서울
E012203474,1055346600.0,70833498.0,86.745,782.0,+2% ~ -2%,기/A값/순,2022년 배전계통 자가 광통신망 보강공사,한국전력공사,서울
20220431162-00,647594000.0,44953223.0,86.745,2719.0,+2% ~ -2%,기/A값/순,중앙선 옥수역 등 12개소 열차행선안내장치 개량공사,한국철도공사,서울/인천/경기
20220426066-00,78149000.0,0.0,87.745,952.0,+2% ~ -2%,기/수의/협정,서울서부지방검찰청 구치감 자동제어시스템 구축,서울지방조달청/대검찰청,서울
14824,36766108.0,0.0,88.0,125.0,+2% ~ -2%,수의,네트워크 구성(케이블포설) 용역,국방부,서울
20220419750-01,59917000.0,3476699.0,87.745,1057.0,+2% ~ -2%,기/정/A값/순,서울동부구치소 상황대기실 개보수 공사(통신) (정정공고),법무부,서울
20220425471-00,73590000.0,0.0,87.745,1128.0,+2% ~ -2%,기/수의,서울중앙지방검찰청 상황실 리모델링공사(통신),대검찰청,서울
20220424606-00,168729000.0,0.0,87.745,1161.0,+2% ~ -2%,기/수의,서울교대 학생회관 환경개선 통신공사,서울교육대학교,서울
20220420702-00,341734000.0,25344912.0,86.745,1052.0,+2% ~ -2%,기/A값/순,서울대학교 약학대학 21동 리모델링 통신공사 (긴급공고),서울대학교,서울
20220416059-00,152774000.0,0.0,87.745,2747.0,+2% ~ -2%,기/수의,중앙선 용문역 등 2개소 여객자동안내장치 개량공사,한국철도공사,서울/경기
20220408047-00,138881600.0,5646954.0,87.745,1034.0,+2% ~ -2%,기/A값/순,김포공항 중앙수배전소 개선 정보통신공사,한국공항공사,서울
E012202514,129564600.0,8855839.0,87.745,757.0,+2% ~ -2%,기/A값/순,2022년 상반기 고압AMI 통신망 구축공사(ICT운영부),한국전력공사,서울
20220406522-00,64493096.0,0.0,87.745,220.0,+2% ~ -2%,,2022년 수도권 복합지사 수질분석설비 교정 용역,한국지역난방공사,서울/경기
20220345792-00,56340000.0,0.0,87.745,1039.0,+2% ~ -2%,수의,서울송파우체국 이륜차주차장 증축공사(통신),과학기술정보통신부,서울
20220332380-00,286440000.0,20642175.0,87.745,1020.0,+2% ~ -2%,기/A값/순,[긴급] 뉴콘텐츠센터 구축 공사(통신) (긴급공고),한국콘텐츠진흥원,서울
20220334942-00,80520000.0,3902231.0,87.745,1408.0,+2% ~ -2%,기/A값/순,서울강남분원 인테리어 통신공사,(재)건설기술교육원,서울/인천
20220334162-00,125400000.0,9180991.0,87.745,1047.0,+2% ~ -2%,기/A값/순,서울대학교 화학공정신기술연구소(311동) 증축 통신공사 (긴급공고),서울대학교,서울
20220316818-00,206658000.0,7564032.0,87.745,941.0,+2% ~ -2%,기/A값/순/협정,국회 방문주차예약시스템 구축 공사,국회,서울
20220309350-00,39456000.0,0.0,87.745,894.0,+2% ~ -2%,기/수의,경원선 녹천남부역 역무자동화설비 신설 기타공사,한국철도공사,서울
2022-02358,309763725.0,22209902.0,87.745,810.0,+2% ~ -2%,기/A값/순,22-국-생활관 및 막사 보수 통신공사(2004),국군재정관리단,서울
20220306153-00,209069000.0,12912444.0,87.745,1043.0,+2% ~ -2%,기/A값/순,서민금융진흥원 본점 통신공사 (긴급공고),서민금융진흥원,서울
20220236892-00,51053200.0,2765700.0,87.745,995.0,+2% ~ -2%,기/A값/순,한국과학창의재단 과총 신사옥 업무공간 조성 통신공사 (긴급공고),한국과학창의재단,서울
20220231995-00,309642000.0,20525257.0,87.745,1030.0,+2% ~ -2%,기/A값/순,서울가락본동우체국 건립 정보통신공사,과학기술정보통신부,서울
E012201106,33627000.0,0.0,87.745,662.0,+2% ~ -2%,기/수의,강서로 지중화관련 자가광케이블 시설공사(ICT운영부),한국전력공사,서울
20220222252-00,111617000.0,8187275.0,87.745,1028.0,+2% ~ -2%,기/A값/순,서울대학교 관악 76동(제4식당) 리모델링 통신공사 (긴급공고),서울대학교,서울
20220211717-01,47850000.0,2957351.0,87.745,919.0,+2% ~ -2%,기/정/A값/순,서울대학교 정밀기계설계공동연구소 증축 통신공사 (긴급공고) (정정공고),서울대학교,서울
20220204163-00,217800000.0,13935053.0,87.745,1038.0,+2% ~ -2%,기/A값/순,"서울대학교 음악대학(53동, 49동) 리모델링 통신공사 (긴급공고)",서울대학교,서울
2022-00605,56705882.0,0.0,87.745,892.0,+2% ~ -2%,기/수의,00부대 위병소 보수공사(통신),국군화생방방호사령부,서울
2022-00582,54969180.0,0.0,87.745,893.0,+2% ~ -2%,기/수의,육사교 어린이집 신축공사(통신),육군사관학교,서울
20220107688-00,180143000.0,11810535.0,87.745,976.0,+2% ~ -2%,기/A값/순/협정,국세청 우편물자동화센터 청사 신축공사(통신),서울지방조달청/국세청,서울
20220116745-00,29996000.0,0.0,87.745,895.0,+2% ~ -2%,기/수의,방학파출소 증축공사(통신),경찰청,서울
20220114699-01,68237400.0,1332860.0,87.745,2813.0,+2% ~ -2%,기/정/A값/순,대림대학교 21년 마이스터대 시범운영사업 교육환경개선 통신공사 (정정공고),대림대학교,서울/인천/경기
20220116303-00,658000.0,0.0,87.745,108.0,+2% ~ -2%,기/수의,본관 관리실 환경개선 통신공사,서울특별시교육청,서울
20220108074-00,10650000.0,0.0,87.745,555.0,+2% ~ -2%,기/수의,본관 실습실 및 복도 환경개선 통신공사,서울특별시교육청,서울
20211230666-00,3135069000.0,151222158.0,86.745,2376.0,+2% ~ -2%,기/A값/순/의무,한강(동호대교~하구) 등 9개 국가하천 실시간 모니터링 체계 구축사업,서울지방조달청/국토교통부,전국/서울/인천/경기
20220102710-00,46000000.0,0.0,87.745,999.0,+2% ~ -2%,기/수의,2022년 제1차 교내 통신시설물 성능개선공사,서울과학기술대학교,서울
20220101244-01,42968265.0,0.0,87.745,972.0,+2% ~ -2%,기/정/수의,국가방사선비상진료센터 비상진료실 및 기타부속실 음압시설 구축공사(통신) (정정공고),한국원자력의학원,서울
20211239305-00,59798000.0,3281472.0,87.745,1051.0,+2% ~ -2%,기/A값/순,서울대학교 기초교육원 61동 1층 리모델링 통신공사,서울대학교,서울
20231214170-00,1053763000.0,74271592.0,87.745,1180.0,+2% ~ -2%,기/A값/순/의무,고객주차장 증축공사(통신),서울지방조달청/서울대학교병원,전국/서울
20231233306-00,247216000.0,12777172.0,87.745,1072.0,+2% ~ -2%,기/A값/순,명지중학교 방송시설개선(선로교체)공사(통신) (긴급공고),서울특별시서부교육청,서울
20231234173-00,114623000.0,2086178.0,87.745,1076.0,+2% ~ -2%,기/A값/순,선일여자고등학교 관리실 리모델링공사(통신) (긴급공고),서울특별시교육청,서울
20231135940-02,2560360000.0,120492694.0,86.745,1143.0,+2% ~ -2%,기/정/A값/순/의무,대학생 연합기숙사(용산) 신축 통신공사 (정정공고),한국장학재단,전국/서울
20231227394-00,42705000.0,0.0,87.745,979.0,+2% ~ -2%,수의,2023년 계성고등학교 교육환경개선공사[정보통신],서울특별시교육청,서울
20231221713-01,21791000.0,436483.0,87.745,743.0,+2% ~ -2%,기/정/A값/순,GIST AI정책대학원 서울강의실 구축공사(통신) (정정공고),광주과학기술원,서울
2023-29481,90309000.0,0.0,87.745,937.0,+2% ~ -2%,기/수의,00부대 취사식당 신축 통신공사,육군,서울
20231232284-00,79014000.0,0.0,87.745,1053.0,+2% ~ -2%,기/수의,"경원선 창동역 3,4번 승강장 통신설비 개량공사",한국철도공사,서울
20231223046-01,65275000.0,4245193.0,87.745,1021.0,+2% ~ -2%,기/정/A값/순,예술의전당 음악당 음악영재아카데미 환경개선공사(통신) (정정공고),예술의전당,서울
20231220280-00,75973520.0,4210355.0,87.745,2854.0,+2% ~ -2%,기/A값/순,2023년 전문대학혁신지원사업 산업맞춤형 교육환경고도화 외 2건_정보통신공사,대림대학교,서울/인천/경기
2023-28240,409637000.0,24567366.0,87.745,858.0,+2% ~ -2%,기/A값/순,정비고 및 무기고 신축 통신공사(23-276-4),수도방위사령부,서울
2023-27671,138740000.0,0.0,87.745,1015.0,+2% ~ -2%,기/수의,정비고 신축 및 노후배관 개선 통신공사(23-275-4),수도방위사령부,서울
20231219211-00,66153000.0,0.0,87.745,2622.0,+2% ~ -2%,기/수의,"경원선 창동역 3,4번선 열차행선안내장치 개량공사",한국철도공사,서울/경기
20231207668-00,218420000.0,6058921.0,87.745,1199.0,+2% ~ -2%,기/A값/순,철도교통관제센터 등 2개소 고속선 관제전화설비 개량공사 (긴급공고),한국철도공사,서울/대전
2023-25864,143215000.0,0.0,87.745,981.0,+2% ~ -2%,기/수의,위병소 및 민원실 신축 통신공사(23-253-4),수도방위사령부,서울
20231141065-00,187990000.0,3404066.0,87.745,1093.0,+2% ~ -2%,기/A값/순,덕성여자중학교 교사동 통신시설 개선 공사 전자입찰 공고,서울특별시중부교육청,서울
2023-25747,348403920.0,24153109.0,87.745,843.0,+2% ~ -2%,기/A값/순,23-A-00부대 통신공사(1736),국군재정관리단,서울
20231149378-00,533538446.0,40086403.0,87.745,1034.0,+2% ~ -2%,기/A값/순,한국스포츠정책과학원 신청사 리모델링 공사(통신),서울올림픽기념국민체육진흥공단,서울
20231144555-00,38474000.0,0.0,87.745,2469.0,+2% ~ -2%,기/수의,분당선 압구정로데오역 등 4개역 영상감시설비 보수공사,한국철도공사,서울/경기
20231144506-00,40997000.0,0.0,87.745,2734.0,+2% ~ -2%,기/수의,경강선 판교역 등 80개역 장애인화장실 비상호출장치 신설공사,한국철도공사,서울/인천/경기
E012309875,498355000.0,15966644.0,87.745,1520.0,+2% ~ -2%,기/A값/순/협정,신양재 과천 등 4개 전력구 강화액 원격 격발기능 보강공사(강남전력지사),한국전력공사,서울/경기
20231123203-00,274000000.0,13853203.0,87.745,1043.0,+2% ~ -2%,기/A값/순/연기,학내 노후 광케이블 교체공사,서울과학기술대학교,서울
20231121787-00,39280000.0,495082.0,87.745,2769.0,+2% ~ -2%,기/A값/순/연기,의료법 개정에 따른 CCTV 시스템 개선공사,국민건강보험공단,서울/인천/경기
20231118264-00,219396000.0,13660092.0,87.745,1042.0,+2% ~ -2%,기/A값/순/연기/협정,국립전통예술고등학교 제1예술관 강당 리모델링 통신공사,서울지방조달청/문화체육관광부,서울
E012309662,126816096.0,2923143.0,87.745,781.0,+2% ~ -2%,기/A값/순,개포전력구 광케이블 및 비상통신망 지장이설공사(전자제어부),한국전력공사,서울
2303458-00,166923000.0,11024203.0,87.745,922.0,+2% ~ -2%,기/A값/순,2023년 서울 공공리모델링 임대주택 정보통신공사(구산동 356-7외 1필지),한국토지주택공사,서울
20231120051-00,36611820.0,0.0,87.745,992.0,+2% ~ -2%,기/수의,종로경찰서 삼청파출소 신축 통신공사,경찰청,서울
20231106602-00,306058000.0,20209535.0,87.745,1046.0,+2% ~ -2%,기/A값/순/협정,한국우진학교 별관 교사동 및 주차장 신축공사(통신),서울지방조달청/교육부,서울
20231119486-00,167640000.0,9446729.0,87.745,1086.0,+2% ~ -2%,기/A값/순,서울대학교 첨단융합학부(관악 18동) 공간조성 통신공사 (긴급공고),서울대학교,서울
20231035786-00,542854000.0,37079102.0,87.745,998.0,+2% ~ -2%,기/A값/순/협정,공동구 이설 통신공사,서울지방조달청/서울과학기술대학교,서울
E012309202,514587700.0,31472347.0,87.745,2260.0,+2% ~ -2%,기/A값/순,154kV 강일S/S 전력통신설비 시설공사,한국전력공사,서울/경기
20231114517-00,76072000.0,0.0,87.745,2718.0,+2% ~ -2%,기/수의,경원선 광운대역 등 7역 통합형 자동개집표기 신설 기타공사,한국철도공사,서울/경기
20231106711-00,6930000.0,0.0,87.745,394.0,+2% ~ -2%,기/수의,수도전기공고 거점형 메이커 스페이스 신규 구축 통신공사,서울특별시교육청,서울
20231104167-00,43580000.0,0.0,87.745,1019.0,+2% ~ -2%,기/수의,서울안국동우체국 건립공사(통신),과학기술정보통신부,서울
20231105601-00,146438000.0,0.0,87.745,3242.0,+2% ~ -2%,기/수의,경부선 수원역 등 9역 자동개집표기 개량공사,한국철도공사,서울/인천/경기
20231103166-00,90830000.0,0.0,87.745,3709.0,+2% ~ -2%,기/수의,고속선 관제전화시스템 개량공사,한국철도공사,서울/광주/군위/울산/경기/충북/충남/경북/전북
20231038202-00,1770000000.0,95068598.0,86.745,2779.0,+2% ~ -2%,기/A값/순/의무,경의선 서울~가좌 등 2개 구간 광케이블 신설 및 기타공사(총체 및 1차) (긴급공고),한국철도공사,전국/서울/경기
20231037618-00,58565000.0,0.0,87.745,1108.0,+2% ~ -2%,기/수의,서울수유동우체국 건립 정보통신공사,과학기술정보통신부,서울
20231017412-00,1978722000.0,131722948.0,86.745,1172.0,+2% ~ -2%,기/A값/순/의무,서울출입국·외국인청 신축 통신공사,서울지방조달청/법무부,전국/서울
2023-22471,15716000.0,0.0,87.745,529.0,+2% ~ -2%,기/수의,1여단 공중동작시설 통신공사(23-신-12),특수전사령부,서울
20231033278-00,152900000.0,0.0,87.745,1187.0,+2% ~ -2%,기/수의,경희여자고등학교 본관 및 녹황관 방송선로 교체 공사,서울특별시교육청,서울
20231016811-00,1839834000.0,123608475.0,86.745,1152.0,+2% ~ -2%,기/A값/순/의무,서울청 무선통신망 철거공사,서울지방조달청/경찰청,전국/서울
20231025720-00,91850000.0,4995974.0,87.745,1016.0,+2% ~ -2%,기/A값/순,서울대학교 수의과대학 85-1동 4층 동물실험실 리모델링 공사(통신) (긴급공고),서울대학교,서울
E012308700,58199900.0,3377564.0,87.745,2293.0,+2% ~ -2%,기/A값/순,지하전력구 PS-LTE 비상통신망 시설(동서울전력지사),한국전력공사,서울/경기
20231022691-00,27500000.0,0.0,87.745,900.0,+2% ~ -2%,기/수의,청와대 관리동 1층 화장실 신설 통신공사,문화체육관광부,서울
20231021894-00,208120000.0,14210345.0,87.745,1058.0,+2% ~ -2%,기/A값/순,서울대학교 물리천문학부(56-1동) 신축 통신공사(총차 및 장기1차) (긴급공고),서울대학교,서울
20231018573-00,30116000.0,0.0,87.745,905.0,+2% ~ -2%,기/수의,경원선 회기역 화장실 개량에 따른 통신설비 개량공사,한국철도공사,서울
E012308479,62673600.0,4022457.0,87.745,795.0,+2% ~ -2%,기/A값/순,지하전력구 PS-LTE 비상통신망 시설공사(영등포전력지사),한국전력공사,서울
E012308452,97270800.0,5063184.0,87.745,793.0,+2% ~ -2%,기/A값/순,지하전력구 PS-LTE 비상통신망 시설공사(강남전력지사),한국전력공사,서울
E012308392,74547649.0,4368984.0,87.745,2285.0,+2% ~ -2%,기/A값/순,지하전력구PS-LTE비상통신망 시설공사(전자제어부),한국전력공사,서울/경기
E012308359,252747000.0,14915036.0,87.745,849.0,+2% ~ -2%,기/A값/순,2023년 배전자동화 자가광케이블 시설공사(ICT운영부),한국전력공사,서울
20231008275-00,205863000.0,3747196.0,87.745,1028.0,+2% ~ -2%,기/A값/순,경부선 서울역 선상통로 방송설비 개량공사,한국철도공사,서울
20231008211-00,38970000.0,0.0,87.745,903.0,+2% ~ -2%,기/수의,철도교통관제센터 교환기용 네트워크설비 보수공사,한국철도공사,서울
20230926075-00,167750000.0,10057577.0,87.745,1056.0,+2% ~ -2%,기/A값/순,한국방송통신대학교 정보통신망선로 고도화,한국방송통신대학교,서울
42392,223355000.0,0.0,87.995,104.0,+2% ~ -2%,물품/기,노후 LAN 장비 교체사업,제7016부대,서울
E012308091,435375600.0,26743957.0,87.745,1152.0,+2% ~ -2%,기/A값/순,154kV 강서S/S 전력통신설비 시설공사,한국전력공사,서울/인천
20230929632-00,129065200.0,6236552.0,87.745,920.0,+2% ~ -2%,기/A값/순,김포공항 지하차도 방재설비 통신공사,한국공항공사,서울
E012307848,48078800.0,0.0,87.745,732.0,+2% ~ -2%,기/수의,23년도 화상감시시스템 교체공사,한국전력공사,서울
20230908361-00,148373000.0,0.0,87.745,1188.0,+2% ~ -2%,수의,한국기독교역사문화관 통신공사 (긴급공고),재단법인,서울
20230916797-00,96373000.0,0.0,87.745,1123.0,+2% ~ -2%,기/수의,서울마곡지구 내 우체국 건립공사(정보통신),과학기술정보통신부,서울
20230914659-00,122507000.0,0.0,87.745,1212.0,+2% ~ -2%,기/수의,국립공원 청소년수련시설 증축공사(통신) (긴급공고),국립공원공단,서울
20230914057-00,81429000.0,0.0,87.745,1148.0,+2% ~ -2%,기/수의,서울이문동우체국 건립 정보통신공사,과학기술정보통신부,서울
20230910897-01,178189000.0,12770249.0,87.745,1125.0,+2% ~ -2%,기/정/A값/순,서울성동경찰서 수사부서 환경개선 공사(통신) (정정공고),경찰청,서울
39291,138985560.0,0.0,87.745,158.0,+2% ~ -2%,기,긴급 네트워크 선로 구축 용역,국방부근무지원단,서울
E012307324,54457700.0,0.0,87.745,745.0,+2% ~ -2%,기/수의,154kV 선릉S/S 무인보안시스템 교체공사(동서울전력지사),한국전력공사,서울
20230831042-00,68495000.0,0.0,87.745,1162.0,+2% ~ -2%,기/수의,서울갈현동우체국 건립공사(정보통신),과학기술정보통신부,서울
20230830900-00,60468000.0,0.0,87.745,1157.0,+2% ~ -2%,수의,서울성산동우체국 건립공사(정보통신),과학기술정보통신부,서울
20230830730-00,92660000.0,0.0,87.745,1175.0,+2% ~ -2%,기/수의,서울가산동우체국 건립공사(통신),과학기술정보통신부,서울
20230824427-00,858675000.0,58397611.0,87.745,1017.0,+2% ~ -2%,기/A값/순/협정,이노베이션아카데미 교육연구시설 증축사업 통신공사,서울지방조달청/한국연구재단,서울
2023-18474,247689210.0,18113860.0,87.745,908.0,+2% ~ -2%,기/A값/순,23-D-00부대 통신공사(2504),국군재정관리단,서울
2023-18511,35862470.0,0.0,87.745,843.0,+2% ~ -2%,기/수의,서울역TMO 시설개선(통신),국군수송사령부,서울
20230831448-00,44240000.0,0.0,87.745,1754.0,+2% ~ -2%,기/수의,고속선 수서역 등 3개소 CCTV 안전설비 보수공사,한국철도공사,서울/울산/충남/전북/전남
20230829272-00,2716736000.0,183444835.0,86.745,1179.0,+2% ~ -2%,기/A값/순/의무,서울대학교 사회대 16동 리모델링 및 한국경제혁신센터 증개축 통신공사 (긴급공고),서울대학교,전국/서울
E012306947,146921500.0,8964996.0,87.745,820.0,+2% ~ -2%,기/A값/순,23년 서울본부 송변전광단말장치 보강공사,한국전력공사,서울
20230825532-00,29700000.0,0.0,87.745,923.0,+2% ~ -2%,기/수의,동대문서 회기파출소 리모델링 통신공사,경찰청,서울
20230823374-00,758218000.0,29866237.0,87.745,2843.0,+2% ~ -2%,기/A값/순,구리SS 등 24개소 종합감시설비 개량 기타공사,한국철도공사,서울/경기/강원
2023-17922,271873200.0,17367792.0,87.745,859.0,+2% ~ -2%,기/A값/순,00부대 광케이블 보강 공사,육군사관학교,서울
20230823066-00,49227000.0,0.0,87.745,1051.0,+2% ~ -2%,기/수의,창명학사 용도변경에 따른 통신공사,서울과학기술대학교,서울
20230821207-00,22208760.0,0.0,87.745,878.0,+2% ~ -2%,기/수의,중부경찰서 약수지구대 시설개선 통신 공사,경찰청,서울
20230818427-01,58696000.0,0.0,87.745,1134.0,+2% ~ -2%,기/정/수의,소화기 내시경실 시설개선 공사(통신) (정정공고),한국원자력의학원,서울
20230740181-00,585832000.0,40089859.0,87.745,1021.0,+2% ~ -2%,기/A값/순/협정,연구성과 사업화시설 리모델링 공사(통신),서울지방조달청/한국과학기술연구원,서울
20230814332-00,31109120.0,0.0,87.745,941.0,+2% ~ -2%,기/수의,광진경찰서 광나루지구대 리모델링 통신공사,경찰청,서울
20230813985-00,21640360.0,0.0,87.745,866.0,+2% ~ -2%,기/수의,남대문경찰서 서소문파출소 시설개선 통신 공사,경찰청,서울
20230740223-00,590429000.0,12264815.0,87.745,1007.0,+2% ~ -2%,기/A값/순/협정,정보통신망선로 고도화 통신공사,서울지방조달청/서울교육대학교,서울
20230811214-00,140214000.0,9360259.0,87.745,1055.0,+2% ~ -2%,기/A값/순,서울대학교 관악 940동 공용사무실 조성사업 통신공사,서울대학교,서울
20230807967-00,62677000.0,0.0,87.745,2818.0,+2% ~ -2%,기/수의,광역철도 자동발매기 철거 등 재배치 공사,한국철도공사,서울/경기/충남
20230802739-00,327670000.0,14345237.0,87.745,1008.0,+2% ~ -2%,기/A값/순,김포공항 승강시설 감시장비 개선공사,한국공항공사,서울
20230734592-01,27115000.0,1687197.0,87.745,822.0,+2% ~ -2%,기/정/A값/순,[변경공고]중소제작사 성장거점 구축 인테리어 공사(통신) (정정공고),한국콘텐츠진흥원,서울
E012306489,51690100.0,0.0,87.745,643.0,+2% ~ -2%,기/수의,"인재개발원 무선 침입방지, AP용 통신공사",한국전력공사,서울
20230737813-02,129580000.0,3846269.0,87.745,998.0,+2% ~ -2%,기/정/A값/순,상문고 구관(지혜관) 방송선로 개선공사 (정정공고),서울특별시교육청,서울
20230721626-00,212678500.0,14770073.0,87.745,1070.0,+2% ~ -2%,기/A값/순,서울노원경찰서 수사부서 환경개선 공사(통신),경찰청,서울
20230721030-00,30250000.0,0.0,87.745,939.0,+2% ~ -2%,기/수의,승리관 및 오륜관 장애인용 승강기 설치 통신공사,한국체육대학교,서울
20230722272-00,30030000.0,0.0,87.745,936.0,+2% ~ -2%,기/수의,광진서 중곡2파출소 시설개선 통신공사,경찰청,서울
20230721563-00,104098000.0,0.0,87.745,1141.0,+2% ~ -2%,수의,영락중 방송시설 개선공사 통신공사 2인이상 견적제출 계약 안내공고 (긴급공고),서울특별시서부교육청,서울
20230717716-03,59614000.0,0.0,87.745,1063.0,+2% ~ -2%,정/연기/수의,2023년 서울디지텍고등학교 학교시설환경개선 공사(통신) (긴급공고) (정정공고),서울특별시교육청,서울
20230708642-00,3850000.0,0.0,87.745,274.0,+2% ~ -2%,기/수의,교내 보건실 및 기타(기숙사 사감실 등) 환경개선공사 통신공사,서울특별시교육청,서울
20230703129-00,30283000.0,0.0,87.745,873.0,+2% ~ -2%,기/수의,국립중앙박물관 승강기 교체(통신공사(도급)),문화체육관광부,서울
20230637701-00,186207000.0,12243269.0,87.745,1049.0,+2% ~ -2%,기/A값/순,서울대학교 LnL시범사업(906동) 리모델링 통신공사 (긴급공고),서울대학교,서울
20230636521-00,538714000.0,17685161.0,86.745,2525.0,+2% ~ -2%,기/A값/순,경춘선 신내역 등 90역 승강장안전문 센서 개량공사(총체 및 1차),한국철도공사,서울/경기
20230632784-00,151243000.0,1758497.0,87.745,1053.0,+2% ~ -2%,기/A값/순,숭실고등학교 본관동 방송선로교체공사 전자입찰 공고(긴급) (긴급공고),서울특별시교육청,서울
2023-13469,207592000.0,12370271.0,87.745,867.0,+2% ~ -2%,기/A값/순/연기,23-142 00부대 케이블 교체공사,수도방위사령부,서울
2023-13465,121584000.0,6469075.0,87.745,867.0,+2% ~ -2%,기/A값/순/연기,23-132 지휘소 케이블 교체공사,수도방위사령부,서울
20230611763-00,1960856000.0,123541697.0,86.745,1085.0,+2% ~ -2%,기/A값/순/의무,당인리 문화공간 조성 정보통신공사,서울지방조달청/문화체육관광부,전국/서울
20230614164-00,621403000.0,34624071.0,86.745,2725.0,+2% ~ -2%,기/A값/순/협정,2023년 서울청 ITS 연간 유지보수공사,서울지방조달청/국토교통부,서울/인천/경기
20230626501-00,138668000.0,0.0,87.745,3257.0,+2% ~ -2%,기/수의,일산선 화정역 등 10역 비상게이트 개량 기타공사,한국철도공사,서울/인천/경기
20230620380-00,245928100.0,9596513.0,87.745,1043.0,+2% ~ -2%,기/A값/순,공사청사 회의실 등 노후시설 개선 정보통신공사,한국공항공사,서울
2023-12690,156871000.0,0.0,87.745,982.0,+2% ~ -2%,기/수의,00부대 취사식당 신축(23-신-5-통신),특수전사령부,서울
25214,78714990.0,0.0,88.0,238.0,+2% ~ -2%,기/수의,00부대 DID WALL 이전 설치 용역,국방부근무지원단,서울/경기
20230619578-00,27778000.0,0.0,87.745,869.0,+2% ~ -2%,기/수의,신진과학기술고등학교 석면해체제거 통신공사,서울특별시교육청,서울
2023-10390,290171560.0,19999700.0,87.745,844.0,+2% ~ -2%,기/A값/순,23-D-주차장 신축 통신공사(2013),국군재정관리단,서울
20230608026-02,240977000.0,11854880.0,87.745,1003.0,+2% ~ -2%,기/정/A값/순,서울대학교 법학전문대학원 첨단 평가시설 및 시스템 구축 통신공사 (긴급공고) (정정공고),서울대학교,서울
E012304727,151355600.0,8395936.0,87.745,781.0,+2% ~ -2%,기/A값/순,지하전력구 PS-LTE 비상통신망 1차 구축공사,한국전력공사,서울
20230601386-00,124773000.0,0.0,87.745,3128.0,+2% ~ -2%,기/수의,경부선 영등포역 등 75역 자동개집표기 주전자제어장치 개량 기타공사,한국철도공사,서울/인천/경기
2023-09226,28913725.0,0.0,87.745,702.0,+2% ~ -2%,기/수의,태성대아파트 리모델링 공사(통신),공군항공안전단,서울
20230538368-00,70000000.0,0.0,87.745,1127.0,+2% ~ -2%,수의,2023년 제2차 교내 통신시설물 성능개선공사,서울과학기술대학교,서울
20230530276-00,186918000.0,4398569.0,87.745,2589.0,+2% ~ -2%,기/A값/순,경원선 회룡 등 2역 승강장 비상통화장치 개량공사,한국철도공사,서울/경기
20230532169-00,49480200.0,0.0,87.745,1015.0,+2% ~ -2%,기/수의,은평경찰서 대조파출소 신축 통신공사,경찰청,서울
E012304288,559494786.0,32023588.0,86.745,1623.0,+2% ~ -2%,기/A값/순/협정,동서울-거여 전력구 운영시스템 설치공사(송전운영부),한국전력공사,서울/경기
E012304242,52683400.0,0.0,87.745,720.0,+2% ~ -2%,기/수의,계통보호용 유니트(PIU) 및 PDAS 케이블 시설공사(강남전력지사),한국전력공사,서울
E012304057,34471800.0,0.0,87.745,670.0,+2% ~ -2%,기/정/수의,서울본부 직할 송변전광단말장치 PTPU 설치공사,한국전력공사,서울
20230517014-00,77294000.0,0.0,87.745,2775.0,+2% ~ -2%,기/수의,분당선 선릉역 등 9역 자동개집표기 통신방식 개량공사,한국철도공사,서울/경기
20230516943-00,78627000.0,0.0,87.745,2790.0,+2% ~ -2%,기/수의,경원선 응봉역 등 2역 열차행선안내장치 개량공사,한국철도공사,서울/경기
20230516789-00,160459200.0,0.0,87.745,624.0,+2% ~ -2%,기/수의,올림픽공원 광자가통신망 구축(2차),서울올림픽기념국민체육진흥공단,서울
E012303840,77733700.0,862911.0,87.745,784.0,+2% ~ -2%,기/A값/순,여의사옥 전관방송 음향설비 성능개선 공사(ICT운영부),한국전력공사,서울
20230506247-00,121237000.0,7070882.0,87.745,1014.0,+2% ~ -2%,기/A값/순,국회 둔치주차장 보안장비(CCTV) 교체 공사 (긴급공고),국회,서울
20230501537-00,227400000.0,8007804.0,87.745,1002.0,+2% ~ -2%,기/A값/순,의원회관 주차안내설비 교체 공사 (긴급공고),국회,서울
2023-07183,65452570.0,0.0,87.745,2505.0,+2% ~ -2%,기/수의,00부대 낙뢰 및 접지시설 공사,육군제6501부대,서울/경기
2301210-00,3102135000.0,177708618.0,86.745,1086.0,+2% ~ -2%,기/A값/순/의무,"서울대방 아파트 정보통신공사 1공구 (공분,후분,행복283호)",한국토지주택공사,전국/서울
E012303209,134470600.0,3094794.0,87.745,760.0,+2% ~ -2%,기/A값/순,154kV한남S/S~순화S/S 광전송선로 시설공사,한국전력공사,서울
20230426789-00,152000000.0,0.0,85.0,3193.0,+2% ~ -2%,기,소래송신소 CCTV 보강공사,한국방송공사,서울/인천/경기
20230429586-00,57494800.0,1459845.0,87.745,988.0,+2% ~ -2%,기/A값/순,김포공항 외곽도로 침수구역 정보통신공사,한국공항공사,서울
20230431306-00,161034000.0,0.0,87.745,3206.0,+2% ~ -2%,기/수의,분당선 선릉역 등 41역 시각장애인용 음성유도기 개량공사,한국철도공사,서울/인천/경기
